"year";"venue";"countryname";"artist";"song";"runningOrder";"placed";"placedJury";"placedTelevote";"pointsJury";"pointsTelevote";"youtubeLink";"appleMusicLink";"spotifyLink"
2004;"Abdi İpekçi Arena";"Serbia and Montenegro";"Željko Joksimović and Ad-Hoc Orchestra";"Lane moje";5;2;;2;;263;"https://youtu.be/lY2lgHzAp8g?si=EQMovcvX1BsZ3nFp";"https://music.apple.com/gb/album/lane-moje/285404051?i=285404203";"https://open.spotify.com/track/2jOg1fkAoJv56YTsidJNoA?si=0c434db60d7d4933"
2005;"Palace of Sports";"Serbia and Montenegro";"No Name";"Zauvijek moja";12;7;9;5;7;128;"https://youtu.be/dlG7_9-VPw0?si=zd_Kvr4ZiTfzss2J";;
