"year";"venue";"countryname";"artist";"song";"runningOrder";"placed";"placedJury";"placedTelevote";"pointsJury";"pointsTelevote";"youtubeLink";"appleMusicLink";"spotifyLink"
1958;"AVRO Studios";"Italy";"Domenico Modugno";"Nel blu, dipinto di blu";1;3;3;NULL;13;NULL;"https://youtu.be/9DPAb9-Stmo?si=RfQQl510HzmKaZ-A";"https://music.apple.com/gb/album/nel-blu-dipinto-di-blu/278646756?i=278646936";"https://open.spotify.com/track/5zyrEv4F3FaLECI8TOKpFM?si=b50d014210ff444a"
1958;"AVRO Studios";"Netherlands";"Corry Brokken";"Heel de wereld";2;8;8;NULL;1;NULL;"https://youtu.be/yoiVXVA8fs8?si=qd-x0fY9d6EAM3kC";"https://music.apple.com/gb/album/heel-de-wereld/1553208117?i=1553208734";"https://open.spotify.com/track/6I0G0fiXZ81FgHTiXxPe2V?si=ea285ab1482b4fd8"
1958;"AVRO Studios";"France";"André Claveau";"Dors mon amour";3;1;1;NULL;27;NULL;"https://youtu.be/5WA7yXkUuQw?si=Yj-l5kEoV4BHHPFs";"https://music.apple.com/gb/album/dors-mon-amour/777047997?i=777048041";"https://open.spotify.com/track/3kFXYCHBeJwYrwmpLYBdpT?si=10c4c62e32774b86"
1958;"AVRO Studios";"Luxembourg";"Solange Berry";"Un grand amour";4;8;8;NULL;1;NULL;"https://youtu.be/si14zjMHrhI?si=Ez0w2KRvAIeibymm";NULL;"https://open.spotify.com/track/4J3TVPuP3xDwhYAcRQV4O8?si=9b82bf5c75bc47f0"
1958;"AVRO Studios";"Sweden";"Alice Babs";"Lilla stjärna";5;4;4;NULL;10;NULL;"https://youtu.be/f5DNvsB94uI?si=7-6UwHW2iGRskWeo";"https://music.apple.com/gb/album/lilla-stj%C3%A4rna/889660639?i=889660658";"https://open.spotify.com/track/1VrHijWfzrqYM9A76u1zBA?si=7374f8793ca6492d"
1958;"AVRO Studios";"Denmark";"Raquel Rastenni";"Jeg rev et blad ud af min dagbog";6;7;7;NULL;3;NULL;"https://youtu.be/IGMLrLgVmR0?si=41g-cRkpAKuLpOD5";"https://music.apple.com/gb/album/jeg-rev-et-blad-ud-af-min-dagbog/695568830?i=695570329";"https://open.spotify.com/track/4VyjhCkR2HmfVtGt1l7pR2?si=0d5c54e784604c60"
1958;"AVRO Studios";"Belgium";"Fud Leclerc";"Ma petite chatte";7;5;5;NULL;8;NULL;"https://youtu.be/i-k1TjSHSjU?si=V8OJ7A2R8B71_VUg";"https://music.apple.com/gb/album/ma-petite-chatte-feat-willy-albimoor-et-son-ensemble/921139029?i=921139034";"https://open.spotify.com/track/7f0mdKaCoMkTDmJSKk9Z75?si=4c9f637563a447fe"
1958;"AVRO Studios";"Germany";"Margot Hielscher";"Für zwei Groschen Musik";8;6;6;NULL;5;NULL;"https://youtu.be/MWBom51Xcrw?si=kQC1nu8NbW0Occzx";"https://music.apple.com/gb/album/f%C3%BCr-zwei-groschen-musik/655451929?i=655452430";"https://open.spotify.com/track/48nojSthHSaFO10qShtjYS?si=f852899326674937"
1958;"AVRO Studios";"Austria";"Liane Augustin";"Die ganze Welt braucht Liebe";9;5;5;NULL;8;NULL;"https://youtu.be/AC5E7tl7juU?si=NicdJL_uudh41cel";NULL;"https://open.spotify.com/track/17C4megGZBj2LGMxngDGfY?si=96b76b22e3c44d06"
1958;"AVRO Studios";"Switzerland";"Lys Assia";"Giorgio";10;2;2;NULL;24;NULL;"https://youtu.be/gGsalvX8K4c?si=D8C6znfMw_M79w_r";"https://music.apple.com/gb/album/giorgio/1710315897?i=1710315909";"https://open.spotify.com/track/3Syp8BwV63wQRwwedcM5Am?si=650fac25a37840bd"
