"year";"venue";"countryname";"artist";"song";"runningOrder";"placed";"placedJury";"placedTelevote";"pointsJury";"pointsTelevote";"youtubeLink";"appleMusicLink";"spotifyLink"
1959;"Palais des Festivals";"France";"Jean Philippe";"Oui oui oui oui";1;3;3;;15;;"https://youtu.be/S8muEiL3pyA?si=T_ihxwJVj6cR0Xus";"https://music.apple.com/gb/album/oui-oui-oui-oui/853770888?i=853771395";"https://open.spotify.com/track/57QRKgC5dqUqh9LWkuafl7?si=4143b240733a44da"
1959;"Palais des Festivals";"Denmark";"Birthe Wilke";"Uh, jeg ville ønske, jeg var dig";2;5;5;;12;;"https://youtu.be/0HkweMhGKG8?si=ab9i0hdabo2SkCCz";"https://music.apple.com/gb/album/uh-jeg-ville-%C3%B8nske-jeg-var-dig/340477567?i=340477837";"https://open.spotify.com/track/0mdmV8lDT7G3rUNoAmiEAg?si=50d4f9dccf1c4bb3"
1959;"Palais des Festivals";"Italy";"Domenico Modugno";"Piove";3;6;6;;9;;"https://youtu.be/n0enVNAU5sY?si=hMIDe1w7SDa1yVW3";"https://music.apple.com/gb/album/piove/924027650?i=924027735";"https://open.spotify.com/track/27S2WC5UIYWwMiHxLWwXAI?si=1a5ee26a0f484b89"
1959;"Palais des Festivals";"Monaco";"Jacques Pills";"Mon ami Pierrot";4;11;11;;1;;"https://youtu.be/A8ciSsplQYQ?si=tAYrB1IdOOUoGwh3";;"https://open.spotify.com/track/5Bhj2761zwyBnClPTgE8Mm?si=ecf111aff2f6460f"
1959;"Palais des Festivals";"Netherlands";"Teddy Scholten";"Een beetje";5;1;1;;21;;"https://youtu.be/nGAupVJSO0k?si=Qo4xwDZ0jltb3dBN";"https://music.apple.com/gb/album/n-beetje-remastered/541699279?i=541699670";"https://open.spotify.com/track/6fQfOgajFEdUTOvAQNoinK?si=10629f9d2e544976"
1959;"Palais des Festivals";"Germany";"Alice and Ellen Kessler";"Heut' woll'n wir tanzen geh'n";6;8;8;;5;;"https://youtu.be/aJSN68U31l4?si=9lZ43WDEHTQYOe6B";;"https://open.spotify.com/track/1g6R2EnizTWcwuAKssrUCL?si=6691d86a7bec4cfb"
1959;"Palais des Festivals";"Sweden";"Brita Borg";"Augustin";7;9;9;;4;;"https://youtu.be/BG_hh_f9ANg?si=yso5DhfMsnKCD5en";;"https://open.spotify.com/track/3Slc76uWyTN3eMt4L8aIv1?si=965e78583ca94962"
1959;"Palais des Festivals";"Switzerland";"Christa Williams";"Irgendwoher";8;4;4;;14;;"https://youtu.be/xHb8J0Mw_oE?si=wbpxyDFAZcOor-zg";;"https://open.spotify.com/track/53zBk1K2D6pPImun8CPmdc?si=6495e7d465d946d9"
1959;"Palais des Festivals";"Austria";"Ferry Graf";"Der K. und K. Kalypso aus Wien";9;9;9;;4;;"https://youtu.be/_PMFkXaW090?si=_cv_u5K-3X_NwkWu";;"https://open.spotify.com/track/3vds04DhVDdLqtgHwFA2GY?si=cb7ca2dee6134cac"
1959;"Palais des Festivals";"United Kingdom";"Pearl Carr and Teddy Johnson";"Sing Little Birdie";10;2;2;;16;;"https://youtu.be/0m4ADnfu91k?si=WpGGwPQmfHeivmEP";"https://music.apple.com/gb/album/sing-little-birdie-1999-remastered-version/695997069?i=695997320";"https://open.spotify.com/track/6FvZaPSHempBB0y8DCOOnB?si=108927ef4d6f49a8"
1959;"Palais des Festivals";"Belgium";"Bob Benny";"Hou toch van mij";11;6;6;;9;;"https://youtu.be/VkxrfcoSwOs?si=p8G2cf7YRCRU1dAV";"https://music.apple.com/gb/album/hou-toch-van-mij/548453138?i=548453658";"https://open.spotify.com/track/6bFkXFZujrQBO4LGvmNv5D?si=ab2f9c0147264403"
